45, 0.000000, 0.000000, 1465.760024
45, 0.500000, 0.000000, 863.206282
45, 0.800000, 0.000000, 480.442466
40, 0.000000, 0.000000, 1049.989186
40, 0.500000, 0.000000, 608.069308
40, 0.800000, 0.000000, 338.488703
35, 0.000000, 0.000000, 710.144519
35, 0.500000, 0.000000, 405.470951
35, 0.800000, 0.000000, 233.929017
30, 0.000000, 0.000000, 462.839336
30, 0.500000, 0.000000, 259.365114
30, 0.800000, 0.000000, 150.681614
25, 0.000000, 0.000000, 259.958279
25, 0.500000, 0.000000, 153.849473
25, 0.800000, 0.000000, 90.933728
20, 0.000000, 0.000000, 136.175925
20, 0.500000, 0.000000, 82.780714
20, 0.800000, 0.000000, 49.848077
15, 0.000000, 0.000000, 60.403226
15, 0.500000, 0.000000, 37.750503
15, 0.800000, 0.000000, 24.051521
10, 0.000000, 0.000000, 20.786697
10, 0.500000, 0.000000, 14.036056
10, 0.800000, 0.000000, 10.062449
5, 0.000000, 0.000000, 5.381088
5, 0.500000, 0.000000, 4.615584
5, 0.800000, 0.000000, 4.176944
