45, 0.000000, 0.000000, 307.519120
45, 0.500000, 0.000000, 180.277687
45, 0.800000, 0.000000, 99.248731
40, 0.000000, 0.000000, 216.736895
40, 0.500000, 0.000000, 126.168853
40, 0.800000, 0.000000, 71.003385
35, 0.000000, 0.000000, 147.621735
35, 0.500000, 0.000000, 85.841207
35, 0.800000, 0.000000, 48.392617
30, 0.000000, 0.000000, 92.477233
30, 0.500000, 0.000000, 55.229295
30, 0.800000, 0.000000, 31.414456
25, 0.000000, 0.000000, 54.345961
25, 0.500000, 0.000000, 32.292095
25, 0.800000, 0.000000, 18.912543
20, 0.000000, 0.000000, 28.414744
20, 0.500000, 0.000000, 17.246998
20, 0.800000, 0.000000, 10.434027
15, 0.000000, 0.000000, 12.513810
15, 0.500000, 0.000000, 8.107430
15, 0.800000, 0.000000, 5.074323
10, 0.000000, 0.000000, 4.206208
10, 0.500000, 0.000000, 2.824674
10, 0.800000, 0.000000, 2.019724
5, 0.000000, 0.000000, 0.994286
5, 0.500000, 0.000000, 0.811117
5, 0.800000, 0.000000, 0.707345
